,wid,points,title,description,taster_name,taster_twitter_handle
4177,4178,84,Montes 2014 Twins Red (Colchagua Valley),"Heavy aromas of oak, char and syrupy berry fruits don't smell entirely natural. This feels tannic and scratchy, with missing parts. The flavor of candied, sweet, dominating oak is front and center, while mint, carob and stewed berry flavors finish this off.",Michael Schachner,@wineschach
4178,4179,84,Pelvillain Frères 2014 Zee Original Malbec (Côtes du Lot),"The wine is perfumed and full. It is so soft, missing tannins, and already easy to drink. Black fruits are super-ripe and generous. Drink now.",Roger Voss,@vossroger
4179,4180,84,Jean-Luc and Paul Aegerter 2014 Les Enfants Terribles Chardonnay (Pays d'Oc),"Soft and fruity, this is a rounded, simple wine. It has apple and light spice and a gentle texture that is already approachable. Juicy and fresh, not a wine for aging, it is ready to drink now.",Roger Voss,@vossroger
4180,4181,84,Jelly Jar 2013 Old Vine Zinfandel (Lake County),"This extreme wine has vivid earthy aromas like wood smoke and cured meats and equally smoky, meaty flavors. The mouthfeel is quite dry and tannic, and any fruit flavors take a back seat to the gamey character.",Jim Gordon,@gordone_cellars
4181,4182,84,La Croix du Pin 2012 Cuvée Prestige Medium Sweet Muscat (Pays d'Oc),"Pleasant aromas of stone fruit, candied orange peel and white gummy bear waft from the glass and carry through to the round, fruity palate. Ample acidity keep the mouthfeel fresh and the finish clean. Drink up.",Lauren Buzzeo,@laurbuzz
4182,4183,84,McManis 2014 Jamie Lynn Vineyard Barbera (California),"This wine has strong aromas like wood smoke and grilled beef, then equally smoky, peppery flavors and a tart, rather tannic texture.",Jim Gordon,@gordone_cellars
4183,4184,84,Montalvo Wilmot 2013 MW Quintos de la Tejera Tempranillo (Vino de la Tierra de Castilla),"Floral, spicy plum aromas come with notes of lemon and chili pepper. This Tempranillo is rudimentary, with a creamy, pasty palate. Baked cherry and berry flavors end with almost syrupy thickness and a touch of chocolate flavor.",Michael Schachner,@wineschach
4184,4185,84,Producta Vignobles 2015 Cabane aux Oiseaux Rosé (Bordeaux Rosé),"The caramel character of this wine is less attractive than its background of red fruits. The two sides need to come into balance for it to work completely, so wait until late 2016.",Roger Voss,@vossroger
4185,4186,87,Nuna 2011 Reserve Torrontés (Salta),"Oily and almondy on the nose, but also layered and stacked. Feels lively, jumpy and pumped full of acidity, then tastes of classic lychee and green melon. Full and driving, with citrusy zest to the tail end.",Michael Schachner,@wineschach
4186,4187,87,Parducci 2009 Small Lot Blend Pinot Noir (California),"Good price for a deliciously drinkable Pinot Noir. It's silky and a little sweet in raspberries, brown sugar and bacon flavors. Easy to drink and at this price, it can be your house Pinot.",Anonymous,
4187,4188,87,Peter Zemmer 2007 Cortinie Bianco White (Vigneti delle Dolomiti),"Cortinie Bianco opens with impressive intensity and lasting aromas of peach cobbler, vanilla cream and preserved peaches. It follows with a smooth, dense texture in the mouth.",Anonymous,
4188,4189,87,Primosic 2008 Gmajne Sauvignon (Collio),This light and refreshing Sauvignon from northeast Italy opens with jasmine and floral aromas backed by citrus and stone fruit. Pair this wine with a fresh seafood salad or tuna sushi rolls.,Anonymous,
4189,4190,87,Nuna 2010 Reserve Bonarda (Mendoza),"Lots of fruit is apparent right from the start, with cassis, raspberry, red plum and cotton candy aromas. Lively as can be, but under control, with huge berry flavors touched up by oaky chocolate and vanilla. Not complex but definitely all-out with the berry fruit.",Michael Schachner,@wineschach
4190,4191,87,Rock Wall 2010 Obsidian Red (Red Hills Lake County),"Rock Wall seems to release its wines pretty young, and this too could use a little time. A blend of half Zinfandel and half Petite Sirah from the obsidian-laden hills of Lake County's Red Hills area, a very promising spot for Cabernet in particular. Still hugely tannic, this mix is yummy in dusty black fruit, leather and dark chocolate.",Virginie Boone,@vboone
4191,4192,87,Coelho 2010 Estate Renovação Pinot Gris (Willamette Valley),"All stainless steel barrel-fermented, this is already a rich gold color and showing soft, quickly maturing apple fruit flavors. The finish carries a hint of toast, and the wine makes a graceful, soft landing. Drink up.",Paul Gregutt,@paulgwine 
4192,4193,87,Comelli 2010 Amplius Pinot Grigio (Colli Orientali del Friuli),"Friuli in northeast Italy has the unique soils and climatic conditions for full bodied and sophisticated white wines. This Pinot Grigio offers the easy, approachable qualities we associate with the grape with that added dimension or creaminess that is so characteristic of the region.",Anonymous,
4193,4194,87,Corvalle 2010 Rutherford Runway Vineyard Sauvignon Blanc (Rutherford),"There's a grassiness to this Sauvignon Blanc that suggests the cool vintage that yielded it. At the same time, the lemon and lime flavors make it rich. With no oak, the fruit stars, brightened with crisp, clean acidity. The finish is a little too sweet, which detracts from the score.",Anonymous,
4194,4195,87,De Stefani 2010 Tai Tocai (Veneto),"Tai (made with 100% Tocai grapes) is a lively white wine with fragrant aromas of yellow rose, honeysuckle and passion fruit. A thick, creamy mouthfeel is loaded tight with rich honey flavors.",Anonymous,
4195,4196,87,Eberle 2009 Vineyard Selection Cabernet Sauvignon (Paso Robles),"A good, everyday wine showing how well Paso Robles ripens Cabernet. It's filled with savory blackberry and cherry flavors that go down nice and easy, leading to a spicy finish. Drink now–2014.",Anonymous,
4196,4197,87,Farnese 2010 Casale Vecchio Pecorino (Terre di Chieti),"There's an easy, informal quality to this white wine that makes it appropriate to pair with roast chicken or baked fish. The Pecorino grape can often be heavy and buttery, but this expression is surprisingly fresh and zesty instead.",Anonymous,
4197,4198,87,François Lurton 2010 Fumées Blanches Réserve Sauvignon Blanc (Côtes de Gascogne),"From selected vineyards, this is a rich, tropical fruit-flavored wine. It has peach and ripe plum fruits laced with citrus. Smooth and fruity. Drink now.",Roger Voss,@vossroger
4198,4199,87,Vettori 2009 Manzoni Bianco Manzoni (Colli Trevigiani),"Incrocio Manzoni 6.0.13 is a grape variety created by Italian professor Luigi Manzoni in the 1930s and represents a cross between Pinot Bianco and Riesling. This expression shows light, fragrant touches of white flower and stone fruit with medium density on the finish.",Anonymous,
4199,4200,87,Albino Armani 2009 Colle Ara Pinot Grigio (Valdadige),"Colle Ara opens with a light copper color that reflects the natural hue of the grape skins of Pinot Grigio. The aromas include white almond, grapefruit and peach cobbler and the mouthfeel is fresh but creamy at the same time.",Anonymous,
4200,4201,87,Broglia 2009 La Meirana  (Gavi),"One of the best qualities of Gavi is that tight, mineral note of talc powder or crushed stone that holds it all together. La Meirana is exemplary in this regard making this crisp wine perfect for fresh spring asparagus or a local Piedmont speciality such as sformati, a blended vegetable flan.",Anonymous,
4201,4202,93,Testarossa 2006 Brosseau Vineyard Pinot Noir (Chalone),"Testarossa's track record with this wine has been on an upward spiral. The '06 shows the winery's usual deft hand at crafting delicately structured, elegant but powerfully flavored wines. Cherries, black raspberries, currants and blood oranges flood the mouth, ending in a swirl of clove and anise. Best now–2010.",Anonymous,
4202,4203,93,Kynsi 2005 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),"This pretty Pinot Noir is drinking well now, but has the depth to last for a while. It's succulent and forward in black and red currant, Dr. Pepper, clove, smoky vanilla and pepper flavors. Really a beautiful, alluring wine.",Anonymous,
4203,4204,93,Von Strasser 2005 Reserve Red (Diamond Mountain District),"The very tannic '05 reserve is a blend of Petit Verdot, Cab Sauvignon, Merlot and Cab Franc. It's fleshy and rich in blackberry, cassis and tobacco flavors, with lots of new toasty oak, and there's something meaty, like ground hamburger with a splash of tamari. Utterly delicious and very fine, this low-production bottling should evolve over many years.",Anonymous,
4204,4205,93,Testarossa 2006 Fritschen Vineyard Pinot Noir (Russian River Valley),"A beautiful Pinot Noir, lilting, refined and utterly delicious. Testarossa stumbled with the '04, but otherwise their track record is great, and the '06 is right up there with the marvelous '05 and '03. The wine's cherry, licorice and smoky oak flavors are captured in a rewarding texture of silk and satin.",Anonymous,
4205,4206,93,Concha y Toro 2005 Don Melchor Cabernet Sauvignon (Puente Alto),"This comes across as the best Don Melchor that Concha y Toro has produced, and at $69 it should be. It's very ripe, with oak sitting atop pure cassis and plum aromas. The palate is sweet, juicy and packed with dynamite blackberry and black plum flavors. Dark, chocolaty and long on the finish, with ripe tannins. Drink now or hold for five years.",Michael Schachner,@wineschach
4206,4207,93,Domaine Alfred 2005 Chamisal Vineyards Califa Syrah (Edna Valley),"Here's a dense, dramatic young Syrah. It's potent in black currant, cherry, anise and dark chocolate flavors, with plenty of toasty new oak. But more notable is the structure. Fine, ripely sweet tannins, good acidity and moderate alcohol make it balanced and even ageworthy over the next 6 years.",Anonymous,
4207,4208,93,Fontodi 2004 Riserva Vigna del Sorbo  (Chianti Classico),"This is an extremely elegant and beautiful wine that is tight and compact while being intense and generous at the same time. It offers luscious notes of ripe cherry, blueberry fruit and piquant highlights that recall Asian spices (10% Cabernet is added to the blend). It has a gorgeous mouthfeel, bright fruit flavors and silky tannins.",Anonymous,
4208,4209,93,Arista 2005 Longbow Pinot Noir (Russian River Valley),"Here's a young, hedonistic Pinot that captures the essence of RRV from a perfect vintage. Although it's ripely forward in cherry, pomegranate, Dr. Pepper, red licorice and cinnamon spice flavors, it shows a structural sophistication that elevates the score. Beautiful now, and should improve over the next 6 years.",Anonymous,
4209,4210,93,Clarendon Hills 2005 Hickinbotham Syrah (Clarendon),"As might be expected from winemaker Roman Bratasiuk, this is a full-bodied, rich Syrah, loaded with dark scents of roast coffee, blueberries and baking spices. Blueberry, menthol and spice flavors dominate the palate, finishing long. Despite the massive richness, there's plenty of elegance, too. Imported by Wine Brokers Unlimited.",Joe Czerwinski,@JoeCz
4210,4211,93,Landmark 2006 Grand Detour Pinot Noir (Sonoma Coast),"The vineyard sources of Landmark's Grand Detour Pinot have varied, but the wine's quality is as high as ever. Made from five well-regarded properties, the '06 is intricately detailed, with complex flavors of dried cherries, red currants, mocha, licorice, sautéed mushrooms splashed with balsamic and smoky, vanilla-infused oak. The silky texture and spicy finish make it irresistible.",Anonymous,
4211,4212,93,Williams Selyem 2006 Heintz Vineyard Chardonnay (Russian River Valley),"With a generous bite of acidity, this fine Chardonnay is extremely flavorful. Traditionally one of the winery's top Chards, it's explosive in pineapple, Asian pear, crème brûlée and roasted marshmallow flavors. Finishes in a swirl of creamy, buttery spices.",Anonymous,
4212,4213,92,Von Strasser 2005 Post Vineyard Cabernet Sauvignon (Diamond Mountain District),"Von Strasser has a good track record with this wine, and the '05 is right up there with the best, but be forewarned. It's very tannic. But then, it is from Diamond Mountain. Give it a good 4 years, at least, to throw some sediment and let the rich blackberry and black currant flavors emerge. Should hold well for 15 years.",Anonymous,
4213,4214,92,Von Strasser 2005 Rainin Vineyard Cabernet Sauvignon (Diamond Mountain District),"Very hard in tannins, with a real lockdown astringency in the mouth, this is one for the cellar, and it's a slam dunk that age will reward it. Drily balanced and elegantly constructed, it brims with rich blackberry and black currant flavors, with a fine coating of spicy oak. Best 2012–2018.",Anonymous,
