wid,price,variety,designation,region,province,country,winery,encoded,color
4251,22.0,Red Blend,Agostino Familia,Mendoza,Mendoza Province,Argentina,Finca Agostino,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0", red
4252,12.0,Chardonnay,Estate,nan,Maipo Valley,Chile,Haras,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4253,11.0,Tempranillo,Urban Uco,Uco Valley,Mendoza Province,Argentina,O. Fournier,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4254,12.0,Carmenère,Barrel Select Reserve,nan,Cachapoal Valley,Chile,Santa Ema,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0", red
4255,10.0,Malbec,ILKA,Mendoza,Mendoza Province,Argentina,Finca Agostino,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4256,10.0,Carmenère,Reserva,nan,Colchagua Valley,Chile,Luis Felipe Edwards,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0", red
4257,13.0,Malbec,Cuma,Cafayate,Other,Argentina,Michel Torino,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4258,45.0,Bordeaux-style Red Blend,Cuvée du Soleil,"Columbia Valley (WA), Columbia Valley",Washington,US,Cave B,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0", red
4259,13.0,Carmenère,Reserva,nan,Maule Valley,Chile,Chilcas,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4260,,Dolcetto,Il Clou di Clavesana,Dolcetto di Dogliani,Piedmont,Italy,Clavesana,"1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0", red
4261,30.0,Muscat,Stalactite,nan,Muscat of Kefallonian,Greece,Domaine Foivos,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4262,32.0,Nebbiolo,Diauleri,Nebbiolo d'Alba,Piedmont,Italy,Enrico Serafino,"0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0", red
4263,44.0,Chardonnay,Ryo-Fu,"Russian River Valley, Sonoma",California,US,Freeman,"0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4264,22.0,Ruché,150 Anniversario,Monferrato,Piedmont,Italy,Il Vino dei Padri,"0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0", red
4265,,Nebbiolo,Bricco Faset,Barbaresco,Piedmont,Italy,La Spinona,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4266,32.0,Pinot Noir,Twelve Clones,"Santa Lucia Highlands, Central Coast",California,US,Morgan,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4267,89.0,Nebbiolo,San Bernardo Riserva,Barolo,Piedmont,Italy,Palladino,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4268,13.0,Barbera,Lavignone,Barbera d'Asti,Piedmont,Italy,Pico Maccario,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4269,32.0,Zinfandel,Hollystone-Collins Old Vines,"Napa Valley, Napa",California,US,Benessere,"0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0", red
4270,7.0,Merlot,Frunza,nan,Viile Timisului,Romania,Cameron Hughes,"1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0", red
4271,26.0,Red Blend,Contadino 9,Etna,Sicily & Sardinia,Italy,Frank Cornelissen,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4272,29.0,Red Blend,Camastra,Sicilia,Sicily & Sardinia,Italy,Tasca d'Almerita,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0", red
4273,17.0,Syrah,Nadir,Sicilia,Sicily & Sardinia,Italy,Tenuta Rapitalà,"1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4274,,Syrah,Tenuta,Sicilia,Sicily & Sardinia,Italy,Tenuta Rapitalà,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4275,30.0,Fiano,Sarno 1860,Fiano di Avellino,Southern Italy,Italy,Tenuta Sarno 1860,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4276,,Nero d'Avola,Il Moro,Sicilia,Sicily & Sardinia,Italy,Valle dell'Acate,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4277,20.0,Frappato,Il,Vittoria,Sicily & Sardinia,Italy,Valle dell'Acate,"1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0", red
4278,22.0,Carmenère,Los Lingues Gran Reserva,nan,Colchagua Valley,Chile,Casa Silva,"0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0", red
4279,14.0,Red Blend,Classic,Fronton,Southwest France,France,Château Bouissel,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4280,16.0,Gamay,Château de Saint Lager,Brouilly,Beaujolais,France,Château de Pizay,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4281,16.0,Malbec,Tertre-Perdigous,Cahors,Southwest France,France,Château du Port,"0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0", red
4282,20.0,Bordeaux-style White Blend,Comtesse de Ségur,Montravel,Southwest France,France,Château Laulerie,"0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0", white
4283,19.0,Bordeaux-style White Blend,Fleur du Périgord,Bergerac Sec,Southwest France,France,Château Thénac,"1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0", white
4284,45.0,Bordeaux-style White Blend,Moulin des Dames,Bergerac Sec,Southwest France,France,Château Tour des Gendres,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4285,28.0,Gamay,La Carrière,Chénas,Beaujolais,France,Domaine Chasselay,"1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0", red
4286,16.0,Red Blend,50 Vendemmia Riserva,Salice Salentino,Southern Italy,Italy,Leone de Castris,"0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0", red
4287,30.0,Cabernet Sauvignon,Reserve,"Napa Valley, Napa",California,US,Martin Ray,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4288,,White Blend,Bidis,Sicilia,Sicily & Sardinia,Italy,Valle dell'Acate,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4289,17.0,Carmenère,La Capitana Barrel Reserve,nan,Cachapoal Valley,Chile,Viña La Rosa,"1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4290,14.0,White Blend,Château Baron,Gaillac,Southwest France,France,Georges Vigouroux,"0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0", white
4291,20.0,Chardonnay,Gran Reserva Cuvée,nan,Leyda Valley,Chile,Misiones de Rengo,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0", white
4292,80.0,Cabernet Sauvignon,Perspective,"Rutherford, Napa",California,US,Tres Sabores,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4293,35.0,Zinfandel,Estate,"Napa Valley, Napa",California,US,Tres Sabores,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4294,28.0,Pinot Noir,Vero,"Carneros, Napa-Sonoma",California,US,Verotto,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0", red
4295,35.0,Sparkling Blend,Brut Rosé,"Russian River Valley, Sonoma",California,US,J Vineyards & Winery,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white or rosé
4296,12.0,Zinfandel,Grandmère Old Vine,"Amador County, Sierra Foothills",California,US,Kirkland Signature,"0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0", red
4297,25.0,Syrah,Limited Reserve,"Finger Lakes, Finger Lakes",New York,US,Lucas Vineyards,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0", red
4298,10.0,Cabernet Sauvignon,Altas Cumbres,Luján de Cuyo,Mendoza Province,Argentina,Lagarde,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4299,25.0,Merlot,Estate Bottled,"North Fork of Long Island, Long Island",New York,US,Raphael,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4300,9.0,Malbec,Reserve,nan,Maipo Valley,Chile,Santa Alicia,"1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0", red
4301,17.0,Zinfandel,Rocky Top,"Amador County, Sierra Foothills",California,US,Sobon Estate,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4302,23.0,Red Blend,Optiumus,"Finger Lakes, Finger Lakes",New York,US,Swedish Hill,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0", red
4303,16.0,Meritage,Genesis,"Columbia Valley (WA), Columbia Valley",Washington,US,Hogue,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0", red
4304,14.0,Cabernet Franc,Double Barrel,Texas,Texas,US,Messina Hof,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4305,48.0,Zinfandel,Barrel 32 Lily Hill Estate,"Dry Creek Valley, Sonoma",California,US,Bella,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4306,13.0,Syrah,Don Baltazar Reserva,San Juan,Other,Argentina,Casa Montes,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0", red
4307,15.0,Red Blend,Cariñu,Vin de Pays du Val de Cesse,Languedoc-Roussillon,France,Château Cabezac,"1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4308,45.0,Pinot Noir,Bella Luna Vineyard,"Sonoma Coast, Sonoma",California,US,Churchill Cellars,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4309,25.0,Zinfandel,Estate Grown,"Dry Creek Valley, Sonoma",California,US,Fritz,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0", red
4310,32.0,Cabernet Sauvignon,Lawrence Vineyards,"Columbia Valley (WA), Columbia Valley",Washington,US,Gård,"0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0", red
4311,60.0,Nebbiolo,Tebavio,Barolo,Piedmont,Italy,Tenuta L'Illuminata,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4312,17.0,Rosé,Charles Thomas,Côtes de Provence Sainte-Victoire,Provence,France,Bejot Vins et Terroirs,"0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0", pink
4313,35.0,Rosé,Rock Angel,Côtes de Provence,Provence,France,Château d'Esclans,"0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0", pink
4314,40.0,Chardonnay,Clos Pepe VIneyard,"Sta. Rita Hills, Central Coast",California,US,Conarium,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4315,25.0,Riesling,Felser Weinberge,nan,Wagram,Austria,Leth,"0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0", white
4316,,Red Blend,Finca la Linda Smart Blend,Mendoza,Mendoza Province,Argentina,Luigi Bosca,"0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0", red
4317,27.0,Chardonnay,Reserve,"North Fork of Long Island, Long Island",New York,US,Macari,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4318,22.0,Rosé,Château de l'Aumerade Cuvée Marie-Christine,Côtes de Provence,Provence,France,Fabre en Provence,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", pink
4319,20.0,Rosé,Aix,Coteaux d'Aix-en-Provence,Provence,France,Maison Saint Aix,"0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0", pink
4320,21.0,Grenache,Riviera Rosé of,"Central Coast, Central Coast",California,US,Margerum,"0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0", red
4321,30.0,Cabernet Sauvignon,Estate,"Sierra Foothills, Sierra Foothills",California,US,Martin Lane Winery,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4322,15.0,Moscato,Nivole,Moscato d'Asti,Piedmont,Italy,Michele Chiarlo,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4323,55.0,Cabernet Sauvignon,Katz Family Vineyard,"St. Helena, Napa",California,US,Midsummer Cellars,"0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0", red
4324,24.0,Meritage,Classic Collection,"Napa Valley, Napa",California,US,Napa Cellars,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4325,16.0,Red Blend,Les Gourmands,Gaillac,Southwest France,France,L'Enclos des Braves,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0", red
4326,20.0,Rosado,Excellens,Rioja,Northern Spain,Spain,Marqués de Cáceres,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", pink
4327,42.0,Pinot Noir,Parker's,"Umpqua Valley, Southern Oregon",Oregon,US,Melrose,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0", red
4328,23.0,Red Blend,Mistero,"Sierra Foothills, Sierra Foothills",California,US,Naggiar,"0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4329,24.0,Red Blend,Ebo,Toscana,Tuscany,Italy,Petra,"1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0", red
4330,34.0,Sangiovese,Sotirio,Toscana,Tuscany,Italy,PoderNuovo a Palazzone,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4331,13.0,Portuguese Red,Carvalhas QV,nan,Douro,Portugal,Quinta das Carvalhas,"0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0", red
4332,,Portuguese White,Crasto Branco,nan,Douro,Portugal,Quinta do Crasto,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4333,10.0,Zinfandel,Vintners Blend,"California, California Other",California,US,Ravenswood,"1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4334,13.0,Carmenère,Crucero Collection,nan,Colchagua Valley,Chile,Siegel,"1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0", red
4335,12.0,Pinot Noir,Reserva Estate Bottled,nan,Maule Valley,Chile,Sierra Batuco,"1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0", red
4336,15.0,Pinot Gris,Guadalupe Vineyard,"Oregon, Oregon Other",Oregon,US,Siltstone,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4337,11.0,Chardonnay,Winemaker's,"Lodi, Central Valley",California,US,Table No. 7,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4338,16.0,Pinot Grigio,Estate,"Willamette Valley, Willamette Valley",Oregon,US,Apolloni,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4339,165.0,Sangiovese,Suolo,Toscana,Tuscany,Italy,Argiano,"1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4340,10.0,Gewürztraminer,Shaly Loam,"Monterey County, Central Coast",California,US,Fetzer,"0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1", white
4341,12.0,Malbec,Gouleyant,Cahors,Southwest France,France,Georges Vigouroux,"0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0", red
4342,18.0,Red Blend,Bacco in Toscana,Toscana,Tuscany,Italy,Guado al Melo,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0", red
4343,22.0,Chardonnay,Glacier Ridge,"Santa Lucia Highlands, Central Coast",California,US,Hearst Ranch,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4344,15.0,Pinot Noir,Gran Reserva,nan,Casablanca Valley,Chile,Indomita,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4345,14.0,Rosé,Cuvée Tradition,Costières de Nîmes,Rhône Valley,France,Mas des Bressades,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", pink
4346,17.0,Sparkling Blend,Brut,Cava,Catalonia,Spain,Parés Baltà,"0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0", white or rosé
4347,20.0,Carignan,Somdinou Samsó Vinyes Velles,Terra Alta,Catalonia,Spain,Celler Cooperatiu de Gandesa,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0", red
4348,15.0,Rosé,Les Cimels,Costières de Nîmes,Rhône Valley,France,Château d'Or et de Gueules,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", pink
4349,19.0,Red Blend,Vina Hispana Roble,Priorat,Catalonia,Spain,Finca Hispana,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0", red
4350,16.0,Pinot Grigio,Diamond Collection,"California, California Other",California,US,Francis Coppola,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4351,16.0,Sauvignon Blanc,Diamond Collection,"California, California Other",California,US,Francis Coppola,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4352,19.0,Rosé,Sofia,"Monterey County, Central Coast",California,US,Francis Coppola,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", pink
4353,20.0,Zinfandel,Reserve,"Dry Creek Valley, Sonoma",California,US,Frei Brothers,"0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4354,15.0,Sparkling Blend,Brut,Crémant de Loire,Loire Valley,France,Grandin,"0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0", white or rosé
4355,65.0,Pinot Noir,The Farm Vineyards,"Russian River Valley, Sonoma",California,US,Halleck,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4356,20.0,Tempranillo,Judean Heights,nan,Judean Hills,Israel,Hevron Heights Winery,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0", red
4357,10.0,Merlot,Culpeo Made with Organic Grapes,nan,Curicó Valley,Chile,Viña La Fortuna,"1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0", red
4358,,Bordeaux-style Red Blend,Réserve de l'Estey,Médoc,Bordeaux,France,Calvet,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4359,27.0,Red Blend,Edición Limitada de Familia,nan,Loncomilla Valley,Chile,Cremaschi Furlotti,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0", red
4360,15.0,Merlot,Reserve,nan,Curicó Valley,Chile,Cuevas del Sur,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0", red
4361,11.0,White Blend,Yasmin,nan,Shomron,Israel,Recanati,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0", white
4362,18.0,Moschofilero,Made with Organic Grapes,nan,Mantinia,Greece,Spiropoulos,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1", white
4363,9.0,Bordeaux-style Red Blend,Château Campot Lafont,Bordeaux,Bordeaux,France,Cave du Marmandais,"0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0", red
4364,,Melon,Château des Cléons Sur Lie,Muscadet Sèvre et Maine,Loire Valley,France,Louis and David Luneau,"0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0", white
4365,15.0,Carmenère,Limited Reserve,nan,Maule Valley,Chile,Millaman,"1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0", red
4366,20.0,Riesling,Sweet,"Lake Chelan, Columbia Valley",Washington,US,Lake Chelan,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4367,12.0,Carmenère,Reserva,nan,Loncomilla Valley,Chile,Cremaschi Furlotti,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4368,27.0,Pinot Noir,Les Baronnes,Sancerre,Loire Valley,France,Henri Bourgeois,"0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0", red
4369,35.0,Merlot,Proprietor's Special Reserve,"New York, New York Other",New York,US,Millbrook,"0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0", red
4370,17.0,Chardonnay,Unoaked,"New York, New York Other",New York,US,Millbrook,"0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4371,20.0,Riesling,Davey Outrageous ¡Chica! White Wine,"Columbia Valley (WA), Columbia Valley",Washington,US,Napeequa,"0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0", white
4372,16.0,Albariño,Peitán,Rías Baixas,Galicia,Spain,Nora,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1", white
4373,30.0,Bordeaux-style Red Blend,Ruisseau,"Solano County, North Coast",California,US,Putah Creek,"0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0", red
4374,27.0,Malbec,Single Vineyard A.O.C.,Luján de Cuyo,Mendoza Province,Argentina,Luigi Bosca,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0", red
4375,20.0,Red Blend,Carmen,"California, California Other",California,US,Rosa d'Oro,"0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4376,11.0,Torrontés,Trumpeter,Mendoza,Mendoza Province,Argentina,Rutini,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0", white
4377,42.0,Syrah,Bella Vita Vineyard,"North Fork of Long Island, Long Island",New York,US,Sannino,"1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4378,13.0,Malbec,Reserva,Valle de Uco,Mendoza Province,Argentina,Santa Julia,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4379,15.0,Zinfandel,Old Vine,"Lodi, Central Valley",California,US,Silk Oak,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4380,13.0,Sauvignon Blanc,Reserva Terroir El Algarrobo,nan,Casablanca Valley,Chile,TerraNoble,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0", white
4381,17.0,Pinot Noir,Private Bin,nan,Marlborough,New Zealand,Villa Maria,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4382,16.0,Merlot-Cabernet Sauvignon,D'Or,nan,Codru Region,Moldova,Château Vartely,"1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0", red
4383,,Godello,La Sonrisa de Tares,Bierzo,Northern Spain,Spain,Dominio de Tares,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4384,25.0,Sangiovese,L'Abbandonato,Montecucco,Tuscany,Italy,Fattoria La Vialla,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4385,145.0,Syrah,La Petite Chapelle,Hermitage,Rhône Valley,France,Paul Jaboulet Aîné,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0", red
4386,,Rhône-style Red Blend,Cuvée Vieilles Vignes,Gigondas,Rhône Valley,France,Domaine du Grand Montmirail,"1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0", red
4387,80.0,Viognier,Les Archevêques,Condrieu,Rhône Valley,France,Les Vins de Vienne,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4388,18.0,Shiraz,Adama,nan,Galilee,Israel,Tabor,"1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0", red
4389,45.0,Chardonnay,Rincon Vineyard,"Arroyo Grande Valley, Central Coast",California,US,Testarossa,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4390,45.0,Chardonnay,Celilo Vineyard,"Columbia Gorge (WA), Washington Other",Washington,US,Tranche,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0", white
4391,20.0,White Blend,Zelo Bianco,"Napa-Carneros, Napa",California,US,Uvaggio,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4392,23.0,Frappato,Il Frappato,Vittoria Frappato,Sicily & Sardinia,Italy,Valle dell'Acate,"0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1", red
4393,31.0,Chardonnay,Clos de Grand Père,Mâcon-Vinzelles,Burgundy,France,La Soufrandière,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0", white
4394,35.0,Syrah,Estate Seven Hills Vineyard,"Walla Walla Valley (WA), Columbia Valley",Washington,US,L'Ecole No. 41,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", red
4395,36.0,Pinot Noir,Clos du Roy,Marsannay,Burgundy,France,Louis Jadot,"0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0", red
4396,32.0,Sauvignon Blanc,Hudson Vineyard Sans Chêne,"Napa Valley, Napa",California,US,Maisonry,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0", white
4397,75.0,Red Blend,Sabbie di Sopra il Bosco,Terre del Volturno,Southern Italy,Italy,Nanni Copè,"1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0", red
4398,17.0,Shiraz,Amuka Series Marus Single Vineyard,nan,Galilee,Israel,Or Haganuz,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0", red
4399,50.0,Agiorgitiko,Ammos Reserve Terra Leone Single Vineyard Selection,nan,Nemea,Greece,Palivou,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0", red
4400,49.0,Aglianico,Vigneto Serpara,Aglianico del Vulture,Southern Italy,Italy,Re Manfredi,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0", red
4401,45.0,Chardonnay,Montée de Tonnerre Premier Cru,Chablis,Burgundy,France,Simonnet-Febvre,"0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0", white
4402,32.0,Syrah,Elerding Six Prong Vineyard,"Horse Heaven Hills, Columbia Valley",Washington,US,Stottle,"0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0", red
